"rank","movie.name","movie.cast","movie.link","year","votes","rating"
63,"WALL<U+00B7>E","Andrew Stanton (dir.), Ben Burtt, Elissa Knight","http://www.imdb.com/title/tt0910970/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_63","2008",842256,8.4
64,"Princesa Mononoke","Hayao Miyazaki (dir.), Y<U+00F4>ji Matsuda, Yuriko Ishida","http://www.imdb.com/title/tt0119698/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_64","1997",270137,8.4
65,"Beleza Americana","Sam Mendes (dir.), Kevin Spacey, Annette Bening","http://www.imdb.com/title/tt0169547/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_65","1999",937590,8.4
66,"Batman: O Cavaleiro das Trevas Ressurge","Christopher Nolan (dir.), Christian Bale, Tom Hardy","http://www.imdb.com/title/tt1345836/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_66","2012",1304610,8.4
67,"Oldboy","Chan-wook Park (dir.), Min-sik Choi, Ji-tae Yu","http://www.imdb.com/title/tt0364569/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_67","2003",424381,8.4
68,"Testemunha de Acusa<U+00E7><U+00E3>o","Billy Wilder (dir.), Tyrone Power, Marlene Dietrich","http://www.imdb.com/title/tt0051201/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_68","1957",82504,8.4
69,"Aliens - O Resgate","James Cameron (dir.), Sigourney Weaver, Michael Biehn","http://www.imdb.com/title/tt0090605/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_69","1986",565445,8.4
70,"Era Uma Vez na Am<U+00E9>rica","Sergio Leone (dir.), Robert De Niro, James Woods","http://www.imdb.com/title/tt0087843/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_70","1984",258108,8.3
71,"O Barco: Inferno no Mar","Wolfgang Petersen (dir.), J<U+00FC>rgen Prochnow, Herbert Gr<U+00F6>nemeyer","http://www.imdb.com/title/tt0082096/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_71","1981",195509,8.3
72,"Cidad<U+00E3>o Kane","Orson Welles (dir.), Orson Welles, Joseph Cotten","http://www.imdb.com/title/tt0033467/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_72","1941",342393,8.3
73,"Um Corpo Que Cai","Alfred Hitchcock (dir.), James Stewart, Kim Novak","http://www.imdb.com/title/tt0052357/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_73","1958",296762,8.3
74,"Intriga Internacional","Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint","http://www.imdb.com/title/tt0053125/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_74","1959",254684,8.3
75,"Cora<U+00E7><U+00E3>o Valente","Mel Gibson (dir.), Mel Gibson, Sophie Marceau","http://www.imdb.com/title/tt0112573/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_75","1995",843042,8.3
76,"C<U+00E3>es de Aluguel","Quentin Tarantino (dir.), Harvey Keitel, Tim Roth","http://www.imdb.com/title/tt0105236/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_76","1992",771052,8.3
77,"O Retorno de Jedi","Richard Marquand (dir.), Mark Hamill, Harrison Ford","http://www.imdb.com/title/tt0086190/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_77","1983",806642,8.3
78,"M, O Vampiro de Dusseldorf","Fritz Lang (dir.), Peter Lorre, Ellen Widmann","http://www.imdb.com/title/tt0022100/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_78","1931",118208,8.3
79,"Your Name.","Makoto Shinkai (dir.), Ry<U+00FB>nosuke Kamiki, Mone Kamishiraishi","http://www.imdb.com/title/tt5311514/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_79","2016",91837,8.3
80,"Dangal","Nitesh Tiwari (dir.), Aamir Khan, Sakshi Tanwar","http://www.imdb.com/title/tt5074352/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_80","2016",94289,8.3
81,"R<U+00E9>quiem Para um Sonho","Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto","http://www.imdb.com/title/tt0180093/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_81","2000",659652,8.3
82,"Amadeus","Milos Forman (dir.), F. Murray Abraham, Tom Hulce","http://www.imdb.com/title/tt0086879/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_82","1984",315418,8.3
83,"Como Estrelas na Terra","Aamir Khan (dir.), Darsheel Safary, Aamir Khan","http://www.imdb.com/title/tt0986264/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_83","2007",123242,8.3
84,"O Fabuloso Destino de Am<U+00E9>lie Poulain","Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz","http://www.imdb.com/title/tt0211915/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_84","2001",614284,8.3
85,"Laranja Mec<U+00E2>nica","Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee","http://www.imdb.com/title/tt0066921/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_85","1971",644735,8.3
86,"Lawrence da Ar<U+00E1>bia","David Lean (dir.), Peter O'Toole, Alec Guinness","http://www.imdb.com/title/tt0056172/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_86","1962",225882,8.3
87,"Brilho Eterno de uma Mente Sem Lembran<U+00E7>as","Michel Gondry (dir.), Jim Carrey, Kate Winslet","http://www.imdb.com/title/tt0338013/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_87","2004",770605,8.3
88,"Pacto de Sangue","Billy Wilder (dir.), Fred MacMurray, Barbara Stanwyck","http://www.imdb.com/title/tt0036775/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_88","1944",117924,8.3
89,"Taxi Driver","Martin Scorsese (dir.), Robert De Niro, Jodie Foster","http://www.imdb.com/title/tt0075314/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_89","1976",592264,8.3
90,"Cantando na Chuva","Stanley Donen (dir.), Gene Kelly, Donald O'Connor","http://www.imdb.com/title/tt0045152/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_90","1952",181911,8.3
91,"2001: Uma Odiss<U+00E9>ia no Espa<U+00E7>o","Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood","http://www.imdb.com/title/tt0062622/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_91","1968",501076,8.3
92,"3 Idiotas","Rajkumar Hirani (dir.), Aamir Khan, Madhavan","http://www.imdb.com/title/tt1187043/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_92","2009",271167,8.3
93,"Toy Story","John Lasseter (dir.), Tom Hanks, Tim Allen","http://www.imdb.com/title/tt0114709/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_93","1995",732365,8.3
94,"O Sol <U+00C9> Para Todos","Robert Mulligan (dir.), Gregory Peck, John Megna","http://www.imdb.com/title/tt0056592/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_94","1962",254106,8.3
95,"Nascido Para Matar","Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey","http://www.imdb.com/title/tt0093058/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_95","1987",567127,8.3
96,"Bastardos Ingl<U+00F3>rios","Quentin Tarantino (dir.), Brad Pitt, Diane Kruger","http://www.imdb.com/title/tt0361748/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_96","2009",1040044,8.3
97,"Ladr<U+00F5>es de Bicicletas","Vittorio De Sica (dir.), Lamberto Maggiorani, Enzo Staiola","http://www.imdb.com/title/tt0040522/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_97","1948",115905,8.3
98,"Golpe de Mestre","George Roy Hill (dir.), Paul Newman, Robert Redford","http://www.imdb.com/title/tt0070735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_98","1973",205213,8.3
99,"O Garoto","Charles Chaplin (dir.), Charles Chaplin, Edna Purviance","http://www.imdb.com/title/tt0012349/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_99","1921",87261,8.3
100,"Toy Story 3","Lee Unkrich (dir.), Tom Hanks, Tim Allen","http://www.imdb.com/title/tt0435761/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_100","2010",634604,8.3
101,"Snatch: Porcos e Diamantes","Guy Ritchie (dir.), Jason Statham, Brad Pitt","http://www.imdb.com/title/tt0208092/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_101","2000",681035,8.3
102,"G<U+00EA>nio Indom<U+00E1>vel","Gus Van Sant (dir.), Robin Williams, Matt Damon","http://www.imdb.com/title/tt0119217/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_102","1997",712161,8.3
103,"A Ca<U+00E7>a","Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen","http://www.imdb.com/title/tt2106476/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_103","2012",218400,8.3
104,"Monty Python em Busca do C<U+00E1>lice Sagrado","Terry Gilliam (dir.), Graham Chapman, John Cleese","http://www.imdb.com/title/tt0071853/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_104","1975",433448,8.3
105,"Por uns D<U+00F3>lares a Mais","Sergio Leone (dir.), Clint Eastwood, Lee Van Cleef","http://www.imdb.com/title/tt0059578/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_105","1965",189303,8.2
106,"Scarface","Brian De Palma (dir.), Al Pacino, Michelle Pfeiffer","http://www.imdb.com/title/tt0086250/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_106","1983",620498,8.2
107,"Los Angeles: Cidade Proibida","Curtis Hanson (dir.), Kevin Spacey, Russell Crowe","http://www.imdb.com/title/tt0119488/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_107","1997",467386,8.2
108,"Se Meu Apartamento Falasse","Billy Wilder (dir.), Jack Lemmon, Shirley MacLaine","http://www.imdb.com/title/tt0053604/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_108","1960",132243,8.2
109,"Metr<U+00F3>polis","Fritz Lang (dir.), Brigitte Helm, Alfred Abel","http://www.imdb.com/title/tt0017136/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_109","1927",133176,8.2
110,"A Separa<U+00E7><U+00E3>o","Asghar Farhadi (dir.), Payman Maadi, Leila Hatami","http://www.imdb.com/title/tt1832382/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_110","2011",181441,8.2
111,"Rashomon","Akira Kurosawa (dir.), Toshir<U+00F4> Mifune, Machiko Ky<U+00F4>","http://www.imdb.com/title/tt0042876/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_111","1950",123731,8.2
112,"Indiana Jones e a <U+00DA>ltima Cruzada","Steven Spielberg (dir.), Harrison Ford, Sean Connery","http://www.imdb.com/title/tt0097576/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_112","1989",593481,8.2
113,"Up: Altas Aventuras","Pete Docter (dir.), Edward Asner, Jordan Nagai","http://www.imdb.com/title/tt1049413/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_113","2009",783126,8.2
114,"Yojimbo - O Guarda-Costas","Akira Kurosawa (dir.), Toshir<U+00F4> Mifune, Eijir<U+00F4> T<U+00F4>no","http://www.imdb.com/title/tt0055630/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_114","1961",89688,8.2
115,"A Malvada","Joseph L. Mankiewicz (dir.), Bette Davis, Anne Baxter","http://www.imdb.com/title/tt0042192/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_115","1950",100000,8.2
116,"Batman Begins","Christopher Nolan (dir.), Christian Bale, Michael Caine","http://www.imdb.com/title/tt0372784/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_116","2005",1121019,8.2
117,"Quanto Mais Quente Melhor","Billy Wilder (dir.), Marilyn Monroe, Tony Curtis","http://www.imdb.com/title/tt0053291/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_117","1959",205365,8.2
118,"Os Imperdo<U+00E1>veis","Clint Eastwood (dir.), Clint Eastwood, Gene Hackman","http://www.imdb.com/title/tt0105695/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_118","1992",320028,8.2
119,"O Tesouro da Sierra Madre","John Huston (dir.), Humphrey Bogart, Walter Huston","http://www.imdb.com/title/tt0040897/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_119","1948",95053,8.2
120,"A Queda! As <U+00DA>ltimas Horas de Hitler","Oliver Hirschbiegel (dir.), Bruno Ganz, Alexandra Maria Lara","http://www.imdb.com/title/tt0363163/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_120","2004",287231,8.2
121,"Meu Pai e Meu Filho","<U+00C7>agan Irmak (dir.), <U+00C7>etin Tekindor, Fikret Kuskan","http://www.imdb.com/title/tt0476735/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_121","2005",58174,8.2
122,"Duro de Matar","John McTiernan (dir.), Bruce Willis, Alan Rickman","http://www.imdb.com/title/tt0095016/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_122","1988",676717,8.2
123,"Fogo Contra Fogo","Michael Mann (dir.), Al Pacino, Robert De Niro","http://www.imdb.com/title/tt0113277/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_123","1995",492581,8.2
124,"Touro Indom<U+00E1>vel","Martin Scorsese (dir.), Robert De Niro, Cathy Moriarty","http://www.imdb.com/title/tt0081398/?pf_rd_m=A2FGELUUNOQJNL&pf_rd_p=e31d89dd-322d-4646-8962-327b42fe94b1&pf_rd_r=7D3N36KY30MZE4N1WGZ5&pf_rd_s=center-1&pf_rd_t=15506&pf_rd_i=top&ref_=chttp_tt_124","1980",270353,8.2
